"INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"-10.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Rent","Apartment","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","One","Family","House","White","English"
"[50.000-75.000)","F","Married","45-54","Grad Study","Professional/Managerial","1-3 years","Yes","Four","None","Own","House","White","English"
"[10.000-15.000)","M","Single","14-17","Grades 9 to 11","Factory Worker/Laborer/Driver",NA,"Not Married","Three","Seven","Family","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","One","Family","Condominium","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Five","Two","Family","House","White","English"
"-10.000)","M","Single","18-24","Grades 9 to 11","Factory Worker/Laborer/Driver","10+ years","Not Married","Four","One","Family","House","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","One","Two","Family","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","Two","Family","House","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College",NA,"Not Married","Three","One","Family","House","Hispanic","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College",NA,"Not Married","Four","One","Family","House","White","English"
"[30.000-40.000)","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","-1 year","Not Married","One","None","Rent","Condominium","White","English"
"[50.000-75.000)","M","Single","14-17","Grades 9 to 11","Sales Worker","10+ years","Not Married","Five","Three","Family","House","White","English"
"[75.000-","M","Married","25-34","College graduate","Professional/Managerial","4-6 years","Yes","Two","None","Rent","Condominium","White","English"
"[75.000-","M","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Five","Two","Family","Other",NA,"Other"
"[75.000-","M","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","One","Family","Other","White",NA
"[75.000-","M","Single","18-24","Grades 9 to 11","Factory Worker/Laborer/Driver","10+ years","Not Married","Six","Three","Family","House","White","English"
"[75.000-","M","Together","18-24","Graduated High Scool","Factory Worker/Laborer/Driver","7-10 years","Not Married","Two","None","Family","House","White","English"
"[50.000-75.000)","M","Single","18-24","Grades 9 to 11","Student, HS or College","-1 year","Not Married","Two","None","Family","House","Black","English"
"[30.000-40.000)","F","Single","18-24","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Five","One","Family","House","Asian","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Five","Two","Family","House","East Indian","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","1-3 years","Not Married","Four","Two","Family","House","White","Other"
"[75.000-","M","Single","14-17","Grades 9 to 11","Clerical/Service Worker","10+ years","Not Married","Four","Two","Family","House","Asian","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Three","One","Family","House","Asian","Other"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Five","None","Family","House","Pacific Islander","English"
"[75.000-","F","Single","14-17","Grades 9 to 11","Unemployed","10+ years","Not Married","Four","Two","Family","House","Asian","English"
"[40.000-50.000)","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Five","None","Family","House","American Indian","Spanish"
"[25.000-30.000)","F","Together","18-24","College graduate",NA,NA,"Not Married",NA,"None","Rent","House","Other","English"
"[15.000-20.000)","F","Married","18-24","Graduated High Scool","Professional/Managerial","10+ years","Yes","Two","None","Rent",NA,"Pacific Islander","English"
"[15.000-20.000)","M","Married","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[15.000-20.000)","F","Single","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married",NA,"None","Rent","Mobile Home","White","English"
"[50.000-75.000)","M","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","No","Three","One","Own","House","White","English"
"[20.000-25.000)","M","Married","35-44","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Six","One","Own","House","White","English"
"[50.000-75.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Four","None","Own","House","Black","English"
"[75.000-","M","Married","45-54","College graduate","Professional/Managerial",NA,"Yes","Two","None","Own","Condominium","White","English"
"[30.000-40.000)","M","Married","35-44","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Yes","Five","Three","Rent","House","Black","English"
"-10.000)","F","Single","18-24","Grades 9 to 11","Unemployed","10+ years","Not Married","Two","None","Family","House","White","English"
"[75.000-","M","Married","35-44","Grad Study","Professional/Managerial","7-10 years","Yes","Three","None","Own","House","White","English"
"[25.000-30.000)","F","Married","55-64","Graduated High Scool","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","Two","Family","House","Asian","Other"
"[25.000-30.000)","F","Divorced","35-44","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","One","None","Rent","Condominium","White","English"
"[50.000-75.000)","F","Single","18-24","College graduate","Student, HS or College","1-3 years","Not Married","One","None","Rent","Apartment","Black","English"
"[50.000-75.000)","F","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Three","None","Family","House","White","English"
"[50.000-75.000)","F","Married","45-54","College graduate","Homemaker","10+ years","No","Four","None","Own","House","White","English"
"[15.000-20.000)","F","Married","25-34","Grades 9 to 11","Professional/Managerial","10+ years","Yes","Three","None","Rent","Mobile Home","Hispanic","English"
"[10.000-15.000)","M","Single","25-34","Graduated High Scool","Professional/Managerial","4-6 years","Not Married","Two","None","Rent","Apartment","White","English"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Unemployed","4-6 years","Not Married","Two","None","Rent","Apartment","Hispanic","English"
"[20.000-25.000)","M","Single","18-24","College graduate","Professional/Managerial","1-3 years","Not Married","One","None","Rent","Apartment","White","English"
"[40.000-50.000)","F","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","One","None","Family",NA,"White","English"
"[25.000-30.000)","F","Single","25-34","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","One","Rent","House","White","English"
"-10.000)","F","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Five","Two","Family","House","Black","English"
"[50.000-75.000)","F","Together","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Married","18-24","1 to 3 years of college","Sales Worker","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[20.000-25.000)","M","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Three","None","Family","House","White","English"
"[20.000-25.000)","M","Together","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Three","Three","Rent","House","White","English"
"[15.000-20.000)","F","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Six","Three","Family","House","Hispanic","English"
"[25.000-30.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College",NA,"Not Married","Five","None","Family","House","Asian","Other"
"[30.000-40.000)","M","Married","18-24","Graduated High Scool","Sales Worker","10+ years","Yes","Two","None","Own","House","Other","English"
"-10.000)","F","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Six","Two","Family","Condominium","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Family","House","White","English"
"[40.000-50.000)","M","Single","18-24","1 to 3 years of college","Unemployed","10+ years","Not Married","Three","One","Own","House","Pacific Islander","English"
"[30.000-40.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Family","House","Asian","English"
"[20.000-25.000)","M","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","Three","None","Family","House","White","English"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Rent","Condominium","Other","English"
"[15.000-20.000)","M","Single","18-24","Graduated High Scool","Sales Worker","-1 year","Not Married","Two","None","Rent","Apartment","Black","Spanish"
"[30.000-40.000)","F","Married","35-44","Graduated High Scool","Professional/Managerial","10+ years","Yes","Four","None","Own","House","White","English"
"[25.000-30.000)","M","Single","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Condominium","White","English"
"[40.000-50.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Five","Three","Family","House","Asian","Other"
"[30.000-40.000)","F","Single","14-17","Grades 9 to 11","Sales Worker","10+ years","Not Married","Four","One","Family","Mobile Home","White","English"
"-10.000)","F","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Three","None","Family","House","White","English"
"[15.000-20.000)","M","Single","25-34","College graduate","Student, HS or College","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"-10.000)","M","Single","18-24","College graduate","Professional/Managerial",NA,"Not Married","One","None","Family","House","White","English"
"[15.000-20.000)","M","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Five","Two","Family","House","White","English"
"[10.000-15.000)","M","Single","25-34","Graduated High Scool","Factory Worker/Laborer/Driver","7-10 years","Not Married","Three","None","Rent","House","Black","English"
"[40.000-50.000)","F","Together","25-34","College graduate","Professional/Managerial","-1 year","Not Married","Two","None","Rent","House","White","English"
"[20.000-25.000)","F","Divorced","35-44","1 to 3 years of college","Sales Worker","10+ years","Not Married","Three","Two","Own","House","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Homemaker","10+ years","No","Two","None","Own","Other","White","English"
"[50.000-75.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","7-10 years","Yes","Three","One","Rent","Apartment","White","English"
"[50.000-75.000)","M","Married","35-44","Graduated High Scool","Professional/Managerial","7-10 years","Yes","Two","One","Rent","Condominium","White","English"
